,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso_alumno
1082,FCEQN,FCEQN-5453,106,N,2.0,P,2000.0,12/01/2013
1083,FCEQN,FCEQN-5983,101,N,1.0,P,2003.0,12/01/2013
1084,FCEQN,FCEQN-5739,106,N,1.0,A,2006.0,12/12/2013
1085,FCEQN,FCEQN-5982,143,S,1.0,A,2008.0,02/06/2014
1086,FCEQN,FCEQN-6483,106,S,2.0,P,2011.0,03/01/2001
1087,FCEQN,FCEQN-4,102,N,1.0,P,,12/02/2013
1088,FCEQN,FCEQN-6496,172,S,2.0,A,2007.0,12/17/2013
1089,FCEQN,FCEQN-6497,104,S,1.0,A,2004.0,02/04/2014
1090,FCEQN,FCEQN-6499,147,N,1.0,A,2007.0,11/27/2013
1091,FCEQN,FCEQN-6501,147,N,1.0,P,2010.0,12/19/2013
1092,FCEQN,FCEQN-6511,172,S,2.0,A,2012.0,12/12/2008
1093,FCEQN,FCEQN-6515,101,N,1.0,A,2011.0,12/03/2013
1094,FCEQN,FCEQN-6516,172,S,2.0,A,2007.0,11/26/2013
1095,FCEQN,FCEQN-6517,147,S,1.0,A,2006.0,11/28/2013
1096,FCEQN,FCEQN-6518,147,S,1.0,P,2000.0,12/15/2013
1097,FCEQN,FCEQN-6521,106,N,2.0,A,2012.0,12/16/2013
1098,FCEQN,FCEQN-6522,147,N,1.0,A,2007.0,12/15/2013
1099,FCEQN,FCEQN-6523,102,N,1.0,P,2007.0,12/18/2013
1100,FCEQN,FCEQN-6526,101,S,0.0,A,2008.0,12/01/2013
1101,FCEQN,FCEQN-6528,172,N,1.0,A,2005.0,12/10/2013
1102,FCEQN,FCEQN-6533,101,N,1.0,P,2014.0,02/05/2009
1103,FCEQN,FCEQN-6539,101,S,1.0,A,,11/24/2013
1104,FCEQN,FCEQN-6541,101,S,2.0,A,,12/18/2011
1105,FCEQN,FCEQN-6550,102,S,0.0,A,2005.0,11/26/2013
1106,FCEQN,FCEQN-5866,172,N,1.0,A,2004.0,12/05/2013
1107,FCEQN,FCEQN-5918,172,N,0.0,A,2008.0,02/04/2007
1108,FCEQN,FCEQN-6560,147,S,2.0,A,2008.0,12/03/2013
1109,FCEQN,FCEQN-6564,102,S,0.0,A,2003.0,12/05/2013
1110,FCEQN,FCEQN-6566,101,N,1.0,A,2010.0,12/15/2013
1111,FCEQN,FCEQN-6569,172,S,2.0,A,2011.0,11/24/2013
1112,FCEQN,FCEQN-6572,106,S,2.0,A,2005.0,12/09/2013
1113,FCEQN,FCEQN-6574,101,N,1.0,P,2008.0,11/26/2013
1114,FCEQN,FCEQN-6575,101,S,0.0,A,2012.0,12/10/2013
1115,FCEQN,FCEQN-6576,106,S,0.0,P,2003.0,02/06/2014
1116,FCEQN,FCEQN-6579,172,S,2.0,A,2014.0,12/03/2013
1117,FCEQN,FCEQN-6580,172,N,1.0,A,2012.0,06/13/2006
1118,FCEQN,FCEQN-6581,102,S,2.0,A,2000.0,12/16/2008
1119,FCEQN,FCEQN-6583,147,S,0.0,A,2010.0,02/25/2008
1120,FCEQN,FCEQN-6586,172,S,2.0,P,2007.0,01/01/1905
1121,FCEQN,FCEQN-6592,101,S,2.0,P,2004.0,12/21/2006
1122,FCEQN,FCEQN-6595,147,N,0.0,A,2006.0,12/09/2014
1123,FCEQN,FCEQN-6599,147,S,0.0,A,2006.0,12/09/2014
1124,FCEQN,FCEQN-6603,102,S,1.0,A,2003.0,12/17/2014
1125,FCEQN,FCEQN-6609,101,S,1.0,A,2007.0,12/18/2013
1126,FCEQN,FCEQN-6613,172,S,1.0,P,2008.0,12/18/2013
1127,FCEQN,FCEQN-6615,101,N,1.0,A,2003.0,12/09/1999
1128,FCEQN,FCEQN-6617,170,S,0.0,A,2000.0,03/01/2001
1129,FCEQN,FCEQN-6619,101,N,2.0,P,2003.0,12/09/2014
1130,FCEQN,FCEQN-6629,147,N,0.0,A,2000.0,04/07/2010
1131,FCEQN,FCEQN-6634,102,N,1.0,A,2005.0,04/20/2011
1132,FCEQN,FCEQN-6652,147,N,2.0,P,2012.0,03/04/2008
1133,FCEQN,FCEQN-6654,104,N,2.0,P,2008.0,12/12/2007
1134,FCEQN,FCEQN-6655,147,S,2.0,P,2005.0,12/01/2015
1135,FCEQN,FCEQN-6661,147,S,0.0,P,2009.0,12/01/2015
1136,FCEQN,FCEQN-6663,101,S,0.0,A,2008.0,12/01/2015
1137,FCEQN,FCEQN-6665,147,S,1.0,A,2010.0,12/01/2015
1138,FCEQN,FCEQN-6668,101,S,1.0,A,2003.0,12/01/2015
1139,FCEQN,FCEQN-6669,172,S,1.0,P,2008.0,12/01/2015
1140,FCEQN,FCEQN-6673,147,N,0.0,A,,12/01/2015
1141,FCEQN,FCEQN-6675,101,N,1.0,P,2007.0,12/01/2015
1142,FCEQN,FCEQN-6676,147,N,1.0,A,2003.0,12/01/2015
1143,FCEQN,FCEQN-6679,106,S,1.0,P,2010.0,12/01/2015
1144,FCEQN,FCEQN-6685,101,N,1.0,A,2014.0,12/01/2015
1145,FCEQN,FCEQN-6687,101,S,2.0,P,2010.0,12/01/2015
1146,FCEQN,FCEQN-6692,172,N,1.0,A,2000.0,12/01/2015
1147,FCEQN,FCEQN-6699,104,N,2.0,A,2008.0,12/01/2015
1148,FCEQN,FCEQN-6706,104,N,1.0,A,,12/01/2015
1149,FCEQN,FCEQN-6710,101,N,2.0,A,2008.0,12/01/2015
1150,FCEQN,FCEQN-6718,147,N,1.0,A,2003.0,12/01/2015
1151,FCEQN,FCEQN-6729,143,S,1.0,P,2010.0,12/01/2015
1152,FCEQN,FCEQN-6730,147,N,2.0,P,2005.0,12/01/2015
1153,FCEQN,FCEQN-6732,172,S,1.0,P,2005.0,12/01/2015
1154,FCEQN,FCEQN-6735,106,N,2.0,A,2006.0,12/01/2015
1155,FCEQN,FCEQN-6738,172,N,2.0,A,2009.0,12/01/2015
1156,FCEQN,FCEQN-6740,147,N,2.0,A,2006.0,12/01/2015
1157,FCEQN,FCEQN-6751,101,S,0.0,A,2014.0,12/01/2015
1158,FCEQN,5101,114,S,1.0,P,2007.0,12/02/2015
1159,FCEQN,FCEQN-5273,108,S,0.0,A,2006.0,12/02/2015
1160,FCEQN,FCEQN-6774,101,S,2.0,P,2005.0,12/02/2015
1161,FCEQN,FCEQN-6775,172,N,2.0,P,2004.0,12/02/2015
1162,FCEQN,FCEQN-6776,172,S,0.0,A,2007.0,12/02/2015
1163,FCEQN,FCEQN-6777,102,S,0.0,A,2000.0,12/02/2015
1164,FCEQN,FCEQN-6780,106,N,1.0,P,,12/02/2015
1165,FCEQN,FCEQN-6785,172,S,1.0,A,2012.0,12/02/2015
1166,FCEQN,FCEQN-6787,147,S,0.0,A,2014.0,12/02/2015
1167,FCEQN,FCEQN-6789,147,S,1.0,A,2004.0,12/02/2015
1168,FCEQN,FCEQN-6790,143,N,0.0,P,2008.0,12/02/2015
1169,FCEQN,FCEQN-6802,102,N,1.0,P,2009.0,12/02/2015
1170,FCEQN,FCEQN-6803,147,N,1.0,A,2000.0,12/02/2015
1171,FCEQN,FCEQN-6804,106,N,0.0,A,2010.0,12/02/2015
1172,FCEQN,FCEQN-6805,143,S,1.0,A,2003.0,12/02/2015
1173,FCEQN,FCEQN-6809,143,N,2.0,A,2006.0,12/02/2015
1174,FCEQN,FCEQN-6810,106,N,2.0,P,2004.0,12/02/2015
1175,FCEQN,FCEQN-6812,147,N,2.0,A,2007.0,12/02/2015
1176,FCEQN,FCEQN-6815,104,S,2.0,A,2003.0,12/02/2015
1177,FCEQN,FCEQN-6816,101,S,1.0,A,2008.0,12/02/2015
1178,FCEQN,FCEQN-6822,172,N,2.0,A,2007.0,12/02/2015
1179,FCEQN,FCEQN-6823,147,S,0.0,A,2008.0,12/02/2015
1180,FCEQN,FCEQN-6828,106,N,1.0,P,2008.0,12/02/2015
1181,FCEQN,FCEQN-6833,147,S,1.0,A,2009.0,12/02/2015
1182,FCEQN,FCEQN-6837,106,S,1.0,A,2014.0,12/01/2015
1183,FCEQN,FCEQN-6840,102,S,1.0,A,2010.0,12/02/2015
1184,FCEQN,FCEQN-6843,172,S,0.0,A,2012.0,12/02/2015
1185,FCEQN,FCEQN-6844,102,S,1.0,A,2008.0,12/01/2015
1186,FCEQN,FCEQN-6845,101,N,0.0,P,2010.0,12/01/2015
1187,FCEQN,FCEQN-2439,143,N,1.0,A,2010.0,12/01/2015
1188,FCEQN,FCEQN-6847,106,N,1.0,A,2003.0,12/01/2015
1189,FCEQN,FCEQN-6860,102,S,1.0,A,,12/03/2015
1190,FCEQN,FCEQN-6861,101,S,0.0,A,2010.0,12/03/2015
1191,FCEQN,FCEQN-6862,104,S,2.0,A,2014.0,12/03/2015
1192,FCEQN,FCEQN-6864,172,N,1.0,P,2008.0,12/03/2015
1193,FCEQN,FCEQN-6865,106,S,0.0,P,2007.0,12/03/2015
1194,FCEQN,FCEQN-6871,172,S,2.0,A,2007.0,12/03/2015
1195,FCEQN,FCEQN-6890,101,N,1.0,A,2010.0,12/03/2015
1196,FCEQN,FCEQN-6893,106,S,0.0,A,2009.0,12/03/2015
1197,FCEQN,FCEQN-6903,106,N,0.0,A,2006.0,12/03/2015
1198,FCEQN,FCEQN-6907,101,S,0.0,A,2011.0,12/03/2015
1199,FCEQN,FCEQN-6910,172,N,2.0,A,2008.0,12/03/2015
1200,FCEQN,FCEQN-6911,172,S,1.0,P,2009.0,12/03/2015
1201,FCEQN,FCEQN-6912,147,S,1.0,A,2007.0,12/06/2015
1202,FCEQN,FCEQN-6918,101,S,1.0,A,2011.0,12/06/2015
1203,FCEQN,FCEQN-6930,104,N,1.0,A,2011.0,12/06/2015
1204,FCEQN,FCEQN-6937,147,S,1.0,A,,12/06/2015
1205,FCEQN,FCEQN-6939,106,S,1.0,A,2006.0,12/06/2015
1206,FCEQN,FCEQN-6942,104,N,2.0,A,,12/06/2015
1207,FCEQN,FCEQN-6943,147,N,1.0,A,2005.0,12/06/2015
1208,FCEQN,FCEQN-6946,101,S,0.0,A,2012.0,12/06/2015
1209,FCEQN,FCEQN-6948,106,S,0.0,A,2008.0,12/06/2015
1210,FCEQN,FCEQN-6949,147,N,0.0,A,2011.0,12/06/2015
1211,FCEQN,FCEQN-6951,170,N,0.0,A,2004.0,12/06/2015
1212,FCEQN,FCEQN-6957,143,S,2.0,P,2011.0,12/06/2015
1213,FCEQN,FCEQN-6959,102,S,1.0,A,2000.0,12/06/2015
1214,FCEQN,FCEQN-6961,172,N,0.0,A,2012.0,12/06/2015
1215,FCEQN,FCEQN-6971,172,S,1.0,A,2007.0,12/06/2015
1216,FCEQN,FCEQN-6972,104,S,1.0,P,2005.0,12/06/2015
1217,FCEQN,FCEQN-6973,104,S,1.0,A,2012.0,12/06/2015
1218,FCEQN,FCEQN-6975,101,S,2.0,A,2010.0,12/06/2015
1219,FCEQN,FCEQN-6978,147,S,0.0,A,2003.0,12/06/2015
1220,FCEQN,FCEQN-6979,106,N,1.0,P,2003.0,12/06/2015
1221,FCEQN,FCEQN-4365,104,S,2.0,A,2004.0,12/06/2015
1222,FCEQN,FCEQN-4446,143,S,0.0,A,2008.0,12/06/2015
1223,FCEQN,FCEQN-5626,SAC,N,1.0,A,2012.0,12/06/2015
1224,FCEQN,FCEQN-6986,101,N,1.0,P,2005.0,12/06/2015
1225,FCEQN,FCEQN-6990,101,N,1.0,A,2003.0,12/06/2015
1226,FCEQN,FCEQN-6991,147,N,0.0,A,2014.0,12/06/2015
1227,FCEQN,FCEQN-6995,170,N,2.0,P,2004.0,12/06/2015
1228,FCEQN,FCEQN-7001,101,S,1.0,A,2012.0,12/06/2015
1229,FCEQN,FCEQN-7002,172,S,1.0,A,2007.0,12/06/2015
1230,FCEQN,FCEQN-7010,172,S,0.0,A,2014.0,12/06/2015
1231,FCEQN,FCEQN-7016,147,N,1.0,P,2014.0,12/06/2015
1232,FCEQN,FCEQN-7019,172,S,1.0,A,2004.0,12/06/2015
1233,FCEQN,FCEQN-7021,101,S,1.0,A,2010.0,12/06/2015
1234,FCEQN,FCEQN-7025,147,N,1.0,A,2014.0,12/06/2015
1235,FCEQN,FCEQN-7026,102,S,1.0,A,2007.0,12/06/2015
1236,FCEQN,FCEQN-7031,106,N,0.0,A,2007.0,12/06/2015
1237,FCEQN,FCEQN-7034,172,N,2.0,P,2012.0,12/06/2015
1238,FCEQN,FCEQN-7041,102,S,2.0,A,2006.0,12/06/2015
1239,FCEQN,FCEQN-7048,105,S,0.0,A,2006.0,12/01/2015
1240,FCEQN,FCEQN-7049,106,S,2.0,A,2008.0,12/07/2015
1241,FCEQN,FCEQN-7055,147,N,1.0,A,2004.0,12/02/2015
1242,FCEQN,FCEQN-7060,102,S,0.0,A,2009.0,12/07/2015
1243,FCEQN,FCEQN-7061,102,N,1.0,P,2007.0,12/07/2015
1244,FCEQN,FCEQN-7069,101,N,2.0,A,2005.0,12/07/2015
1245,FCEQN,FCEQN-7080,102,N,2.0,P,2011.0,12/07/2015
1246,FCEQN,FCEQN-7086,172,S,2.0,A,2008.0,12/07/2015
1247,FCEQN,FCEQN-4990,147,S,1.0,A,2008.0,12/07/2015
1248,FCEQN,FCEQN-7105,147,S,1.0,A,2003.0,12/07/2015
1249,FCEQN,FCEQN-7116,147,S,2.0,A,2003.0,12/07/2015
1250,FCEQN,FCEQN-7118,102,S,1.0,P,2008.0,12/07/2015
1251,FCEQN,FCEQN-7119,172,N,1.0,A,2004.0,12/07/2015
1252,FCEQN,FCEQN-7122,147,N,1.0,A,2008.0,12/07/2015
1253,FCEQN,FCEQN-7125,101,S,2.0,A,2007.0,12/07/2015
1254,FCEQN,FCEQN-7128,104,S,0.0,A,2009.0,12/07/2015
1255,FCEQN,FCEQN-7136,106,S,1.0,P,2012.0,12/07/2015
1256,FCEQN,FCEQN-7143,147,N,1.0,P,2011.0,12/07/2015
1257,FCEQN,FCEQN-7154,147,S,0.0,P,,12/07/2015
1258,FCEQN,FCEQN-7155,102,S,2.0,P,2014.0,12/07/2015
1259,FCEQN,FCEQN-7156,101,N,2.0,P,,12/07/2015
1260,FCEQN,FCEQN-7167,104,S,0.0,P,2011.0,12/07/2015
1261,FCEQN,FCEQN-7168,104,S,0.0,A,2014.0,12/07/2015
1262,FCEQN,FCEQN-7169,172,S,1.0,A,2010.0,12/02/2015
1263,FCEQN,FCEQN-7171,172,N,0.0,A,2003.0,12/02/2015
1264,FCEQN,FCEQN-7176,147,N,1.0,P,2014.0,12/02/2015
1265,FCEQN,FCEQN-7178,143,S,1.0,A,2012.0,12/02/2015
1266,FCEQN,FCEQN-7179,147,S,0.0,A,2000.0,12/02/2015
1267,FCEQN,FCEQN-7189,147,N,0.0,P,2010.0,12/02/2015
1268,FCEQN,FCEQN-7110,102,S,0.0,A,2000.0,12/02/2015
1269,FCEQN,FCEQN-7201,147,S,1.0,P,2009.0,12/03/2015
1270,FCEQN,FCEQN-7120,172,N,1.0,P,,12/03/2015
1271,FCEQN,FCEQN-7204,106,S,0.0,A,2009.0,12/03/2015
1272,FCEQN,FCEQN-7209,172,N,1.0,A,2012.0,12/03/2015
1273,FCEQN,FCEQN-7216,104,N,1.0,P,2006.0,12/03/2015
1274,FCEQN,FCEQN-7220,147,S,0.0,A,2000.0,12/03/2015
1275,FCEQN,FCEQN-7223,147,S,1.0,A,2009.0,12/03/2015
1276,FCEQN,FCEQN-604,102,N,1.0,P,2009.0,12/03/2015
1277,FCEQN,FCEQN-7227,147,S,0.0,A,2008.0,12/03/2015
1278,FCEQN,FCEQN-7228,172,S,2.0,A,2004.0,12/03/2015
1279,FCEQN,FCEQN-5034,143,S,2.0,A,2010.0,12/09/2015
1280,FCEQN,FCEQN-5010,170,N,2.0,A,2010.0,12/09/2015
1281,FCEQN,FCEQN-7229,170,S,1.0,P,2011.0,12/09/2015
1282,FCEQN,FCEQN-720,101,S,2.0,A,2014.0,12/09/2015
1283,FCEQN,FCEQN-6280,172,N,0.0,A,,12/09/2015
1284,FCEQN,FCEQN-6969,101,S,1.0,A,2004.0,12/09/2015
1285,FCEQN,FCEQN-7232,147,N,1.0,P,2007.0,12/09/2015
1286,FCEQN,FCEQN-7233,104,N,0.0,P,2008.0,12/09/2015
1287,FCEQN,FCEQN-7076,101,S,1.0,A,2014.0,12/09/2015
1288,FCEQN,FCEQN-7234,106,N,0.0,P,2005.0,12/09/2015
1289,FCEQN,FCEQN-6568,147,N,1.0,P,2014.0,12/09/2015
1290,FCEQN,FCEQN-5715,SAC,N,1.0,P,2010.0,12/09/2015
1291,FCEQN,FCEQN-7235,102,S,0.0,A,2004.0,12/09/2015
1292,FCEQN,FCEQN-7236,104,S,1.0,A,,12/09/2015
1293,FCEQN,FCEQN-6854,106,S,1.0,P,2005.0,12/09/2015
1294,FCEQN,FCEQN-5949,102,S,2.0,P,2004.0,12/09/2015
1295,FCEQN,FCEQN-6956,106,N,1.0,P,2012.0,12/09/2015
1296,FCEQN,FCEQN-7028,101,N,2.0,P,2008.0,12/09/2015
1297,FCEQN,FCEQN-6902,106,N,1.0,A,2011.0,12/09/2015
1298,FCEQN,FCEQN-7237,101,S,1.0,A,2014.0,12/09/2015
1299,FCEQN,FCEQN-7238,172,S,1.0,A,2008.0,12/09/2015
1300,FCEQN,FCEQN-7052,104,N,2.0,P,2003.0,12/09/2015
1301,FCEQN,FCEQN-7240,106,N,0.0,A,2008.0,12/09/2015
1302,FCEQN,FCEQN-7241,106,S,1.0,A,2009.0,12/09/2015
1303,FCEQN,FCEQN-6507,147,S,1.0,A,2003.0,12/09/2015
1304,FCEQN,FCEQN-6683,147,S,0.0,A,2000.0,12/09/2015
1305,FCEQN,FCEQN-6057,143,S,0.0,A,2006.0,12/09/2015
1306,FCEQN,FCEQN-7231,172,N,0.0,A,2007.0,12/09/2015
1307,FCEQN,FCEQN-6631,172,N,1.0,A,2005.0,12/09/2015
1308,FCEQN,FCEQN-6626,104,N,1.0,A,2011.0,12/10/2015
1309,FCEQN,FCEQN-6927,147,S,2.0,A,2014.0,12/10/2015
1310,FCEQN,FCEQN-6875,102,N,1.0,P,2014.0,12/10/2015
1311,FCEQN,FCEQN-6947,172,N,1.0,P,2004.0,12/10/2015
1312,FCEQN,FCEQN-6393,101,N,0.0,A,2005.0,12/10/2015
1313,FCEQN,FCEQN-6680,143,N,0.0,P,2014.0,12/10/2015
1314,FCEQN,FCEQN-7245,172,S,1.0,P,2009.0,12/10/2015
1315,FCEQN,FCEQN-6719,147,N,0.0,P,2007.0,12/10/2015
1316,FCEQN,FCEQN-6746,102,N,2.0,A,2006.0,12/10/2015
1317,FCEQN,FCEQN-7029,147,S,2.0,A,2005.0,12/10/2015
1318,FCEQN,FCEQN-6838,102,S,1.0,A,2006.0,12/10/2015
1319,FCEQN,FCEQN-6645,101,S,1.0,A,2007.0,12/10/2015
1320,FCEQN,FCEQN-6981,147,S,1.0,A,2000.0,12/10/2015
1321,FCEQN,FCEQN-6765,104,S,2.0,A,,12/10/2015
1322,FCEQN,FCEQN-7247,102,S,1.0,P,2003.0,12/13/2015
1323,FCEQN,FCEQN-6715,101,S,2.0,A,2004.0,12/13/2015
1324,FCEQN,FCEQN-6909,101,N,2.0,A,2014.0,12/13/2015
1325,FCEQN,FCEQN-7163,147,S,1.0,P,2008.0,12/13/2015
1326,FCEQN,FCEQN-6573,172,N,2.0,A,2003.0,12/13/2015
1327,FCEQN,FCEQN-2385,104,N,0.0,P,2005.0,12/13/2015
1328,FCEQN,FCEQN-6498,172,S,0.0,A,2007.0,12/13/2015
1329,FCEQN,FCEQN-6641,147,S,1.0,A,2004.0,12/13/2015
1330,FCEQN,FCEQN-7097,143,S,1.0,A,2009.0,12/13/2015
1331,FCEQN,FCEQN-6769,104,S,1.0,A,2004.0,12/13/2015
1332,FCEQN,FCEQN-7250,172,N,1.0,P,2010.0,12/13/2015
1333,FCEQN,FCEQN-6591,104,N,2.0,A,2004.0,12/13/2015
1334,FCEQN,FCEQN-6540,102,S,1.0,P,2008.0,11/26/2013
1335,FCEQN,FCEQN-7222,102,N,2.0,A,2005.0,12/14/2015
1336,FCEQN,FCEQN-6919,104,N,2.0,P,2014.0,12/13/2015
1337,FCEQN,FCEQN-6887,104,S,2.0,P,2003.0,12/14/2015
1338,FCEQN,FCEQN-6006,104,N,1.0,A,2011.0,12/13/2015
1339,FCEQN,FCEQN-6736,147,N,0.0,P,2014.0,12/13/2015
1340,FCEQN,FCEQN-6697,147,N,2.0,P,2012.0,12/16/2014
1341,FCEQN,FCEQN-6737,147,N,1.0,P,2005.0,12/13/2015
1342,FCEQN,FCEQN-6749,147,S,2.0,A,2014.0,12/13/2015
1343,FCEQN,FCEQN-6744,104,N,0.0,P,2008.0,12/13/2015
1344,FCEQN,FCEQN-6801,172,S,1.0,P,2005.0,12/13/2015
1345,FCEQN,FCEQN-7251,106,S,1.0,A,2014.0,12/14/2015
1346,FCEQN,FCEQN-6724,101,N,1.0,A,,12/13/2015
1347,FCEQN,FCEQN-6618,170,N,1.0,A,2004.0,12/14/2015
1348,FCEQN,FCEQN-7005,104,S,2.0,P,2012.0,12/14/2015
1349,FCEQN,FCEQN-6734,143,S,2.0,P,2005.0,12/14/2015
1350,FCEQN,FCEQN-6567,102,S,1.0,A,2000.0,12/14/2015
1351,FCEQN,FCEQN-6784,102,N,1.0,P,2009.0,12/01/2014
1352,FCEQN,FCEQN-5972,104,N,0.0,A,,12/14/2015
1353,FCEQN,FCEQN-6849,106,N,1.0,P,2000.0,12/14/2015
1354,FCEQN,FCEQN-6932,,S,2.0,A,2000.0,12/14/2015
1355,FCEQN,FCEQN-6876,172,S,1.0,P,2000.0,12/13/2015
1356,FCEQN,FCEQN-6554,170,S,1.0,A,2005.0,12/14/2015
1357,FCEQN,FCEQN-6449,106,N,1.0,A,2000.0,12/14/2015
1358,FCEQN,FCEQN-6173,102,S,0.0,A,2009.0,12/13/2015
1359,FCEQN,FCEQN-7256,172,N,0.0,P,2006.0,12/14/2015
1360,FCEQN,FCEQN-7113,101,S,0.0,A,2014.0,12/13/2015
1361,FCEQN,FCEQN-6682,102,S,1.0,A,2014.0,12/13/2015
1362,FCEQN,FCEQN-7174,106,N,2.0,A,2012.0,12/13/2015
1363,FCEQN,FCEQN-6958,106,N,0.0,A,2004.0,12/13/2015
1364,FCEQN,FCEQN-6717,147,N,1.0,A,2014.0,12/13/2015
1365,FCEQN,FCEQN-6879,102,N,0.0,A,2010.0,12/13/2015
1366,FCEQN,FCEQN-7259,104,N,1.0,P,,12/13/2015
1367,FCEQN,FCEQN-6814,172,S,0.0,A,2014.0,12/15/2015
1368,FCEQN,FCEQN-7081,147,N,0.0,A,2011.0,12/14/2015
1369,FCEQN,FCEQN-7008,102,N,2.0,P,,12/15/2015
1370,FCEQN,FCEQN-7129,143,N,2.0,P,2003.0,12/14/2015
1371,FCEQN,FCEQN-6594,147,S,0.0,A,2014.0,12/14/2015
1372,FCEQN,FCEQN-6725,172,N,0.0,A,2010.0,12/14/2015
1373,FCEQN,FCEQN-6897,147,S,1.0,A,2006.0,12/14/2015
1374,FCEQN,FCEQN-6510,102,N,1.0,A,2007.0,12/14/2015
1375,FCEQN,FCEQN-7262,101,S,2.0,A,2012.0,12/14/2015
1376,FCEQN,FCEQN-7037,147,N,1.0,A,2006.0,12/15/2015
1377,FCEQN,FCEQN-7158,172,S,0.0,A,2000.0,12/14/2015
1378,FCEQN,FCEQN-6992,143,S,2.0,A,2008.0,12/15/2015
1379,FCEQN,FCEQN-6885,170,N,0.0,A,2014.0,12/14/2015
1380,FCEQN,FCEQN-6994,143,S,2.0,A,,12/15/2015
1381,FCEQN,FCEQN-6585,143,N,2.0,P,2009.0,12/15/2015
1382,FCEQN,FCEQN-7126,172,S,1.0,A,2012.0,12/15/2015
1383,FCEQN,FCEQN-7266,172,S,0.0,A,,12/10/2015
1384,FCEQN,FCEQN-7011,170,S,1.0,A,2000.0,12/15/2015
1385,FCEQN,FCEQN-6870,102,S,0.0,P,2003.0,12/15/2015
1386,FCEQN,FCEQN-7139,101,S,2.0,A,2014.0,12/15/2015
1387,FCEQN,FCEQN-733,104,S,1.0,A,2009.0,12/15/2015
1388,FCEQN,5003,114,S,2.0,P,2008.0,12/15/2015
1389,FCEQN,FCEQN-7268,114,S,0.0,A,2010.0,12/15/2015
1390,FCEQN,FCEQN-7270,114,S,1.0,A,2004.0,12/15/2015
1391,FCEQN,FCEQN-7272,114,N,0.0,P,2000.0,12/15/2015
1392,FCEQN,5606,114,S,2.0,P,2004.0,12/16/2015
1393,FCEQN,FCEQN-2127,170,S,1.0,A,2009.0,12/16/2015
1394,FCEQN,FCEQN-6597,106,S,2.0,A,,12/16/2015
1395,FCEQN,FCEQN-7264,170,N,2.0,A,2007.0,12/16/2015
1396,FCEQN,FCEQN-6589,147,S,0.0,A,2011.0,12/16/2015
1397,FCEQN,FCEQN-6553,172,N,0.0,P,2012.0,12/17/2015
1398,FCEQN,FCEQN-7164,101,N,1.0,A,2004.0,12/17/2015
1399,FCEQN,FCEQN-6596,104,S,1.0,A,,12/17/2015
1400,FCEQN,FCEQN-6288,102,N,1.0,P,2012.0,12/17/2015
1401,FCEQN,FCEQN-6106,101,S,1.0,P,2008.0,12/17/2015
1402,FCEQN,FCEQN-7215,172,S,2.0,A,2012.0,12/17/2015
1403,FCEQN,FCEQN-6620,172,N,1.0,P,2009.0,12/17/2015
1404,FCEQN,FCEQN-7172,170,N,0.0,A,2000.0,12/17/2015
1405,FCEQN,FCEQN-6604,101,S,0.0,P,2010.0,11/26/2014
1406,FCEQN,FCEQN-6797,147,N,1.0,P,2005.0,12/17/2015
1407,FCEQN,FCEQN-7242,172,N,1.0,A,2007.0,12/17/2015
1408,FCEQN,FCEQN-7121,106,N,1.0,A,2010.0,12/20/2015
1409,FCEQN,FCEQN-6695,170,N,2.0,P,2006.0,12/17/2015
1410,FCEQN,FCEQN-6987,106,N,1.0,A,2010.0,12/17/2015
1411,FCEQN,FCEQN-6953,104,N,1.0,P,2014.0,12/17/2015
1412,FCEQN,FCEQN-6557,147,S,1.0,A,2009.0,12/20/2015
1413,FCEQN,FCEQN-6534,104,N,1.0,P,2010.0,02/10/2015
1414,FCEQN,FCEQN-7254,,N,2.0,P,2010.0,12/20/2015
1415,FCEQN,FCEQN-6841,101,S,1.0,A,2009.0,12/17/2015
1416,FCEQN,FCEQN-6767,104,S,1.0,A,2006.0,12/17/2015
1417,FCEQN,FCEQN-6666,104,N,2.0,P,2012.0,12/17/2015
1418,FCEQN,FCEQN-6798,172,S,1.0,A,2012.0,12/17/2015
1419,FCEQN,FCEQN-6705,104,N,1.0,P,2014.0,12/17/2015
1420,FCEQN,FCEQN-6977,172,N,2.0,P,2012.0,12/20/2015
1421,FCEQN,FCEQN-7127,147,S,2.0,A,2006.0,12/20/2015
1422,FCEQN,FCEQN-6270,143,S,0.0,A,,12/17/2015
1423,FCEQN,FCEQN-7148,104,N,0.0,A,2004.0,12/17/2015
1424,FCEQN,FCEQN-7246,101,S,1.0,A,2008.0,12/20/2015
1425,FCEQN,FCEQN-6565,172,S,1.0,A,2014.0,12/22/2013
1426,FCEQN,FCEQN-6245,102,N,2.0,A,2010.0,12/20/2015
1427,FCEQN,FCEQN-6997,172,N,1.0,P,2010.0,12/20/2015
1428,FCEQN,FCEQN-6649,106,N,2.0,P,2009.0,12/20/2015
1429,FCEQN,FCEQN-7260,101,S,0.0,A,2008.0,12/20/2015
1430,FCEQN,FCEQN-6612,172,N,2.0,A,2009.0,12/22/2013
1431,FCEQN,FCEQN-7173,170,S,1.0,A,2008.0,12/20/2015
1432,FCEQN,FCEQN-7051,172,S,0.0,A,2007.0,12/20/2015
